"focsp","Site","Cov","fac_sc","lambda_med","lambda_lwr","lambda_upr"
"TROR","NAM","Sun",2.5,9.38123151938836,4.18914251375173,21.7606690949935
"TROR","NAM","Sun",3,9.28208433083014,3.99690467250142,22.0078722861539
"TROR","NAM","Sun",4,9.11093878404613,3.65872291741925,22.5168534886475
"TROR","NAM","Sun",4.5,9.04479323985439,3.46070736768128,22.873369811362
"TROR","NAM","Sun",5,8.96031449528904,3.29551774665379,23.3300999669451
"TROR","NAM","Sun",6,8.77713270236309,2.96590924881621,24.2522073386797
"TROR","NAM","Sun",7,8.61805231455763,2.62718757397631,25.2896728342686
"TROR","NAM","Sun",7.11764705882353,8.60035929788356,2.58543407412162,25.5439737036197
"TROR","NAM","Sun",8,8.46521786099251,2.29558836834306,26.7860196688585
"TROR","NAM","Sun",9,8.31953500147997,1.97504177935225,28.2984449544016
"TROR","NAM","Sun",10,8.15490579363168,1.69446661886137,30.2653012976185
"TROR","NAM","Sun",17,7.18612920574495,0.583356898206827,53.6558993809848
"TROR","PJ","Shade",0,7.75716686986368,3.53534822031235,16.8704351861521
"TROR","PJ","Shade",1,7.5434144138849,3.21687427806918,17.0985672218964
"TROR","PJ","Shade",2,7.4110722232681,2.42839988465399,19.39907119742
"TROR","PJ","Shade",2.5,7.32258774574543,2.01383407017973,21.4102783594145
"TROR","PJ","Shade",3,7.26291735866416,1.69431430335695,23.7485196218622
"TROR","PJ","Shade",4,7.12817096582623,1.153973635008,30.7902669027184
"TROR","PJ","Shade",4.5,7.10367902534603,0.95125323492127,35.1284883401157
"TROR","PJ","Shade",5,7.03304377976086,0.778717333734026,40.0079518921722
"TROR","PJ","Shade",6,6.94907147979954,0.513074376917036,51.9686779276866
"TROR","PJ","Shade",7,6.81762188093288,0.338214387233413,69.0177959802455
"TROR","PJ","Shade",7.11764705882353,6.79522991743345,0.322737505128688,71.3978026683364
"TROR","PJ","Shade",8,6.68715979547999,0.223356970494002,91.4781459759666
"TROR","PJ","Shade",9,6.56594201918975,0.143947700621217,121.164910132468
"TROR","PJ","Shade",10,6.44494264278819,0.0919620119332592,160.736650351795
"TROR","PJ","Shade",17,5.70094530228202,0.00430789169421365,1245.6194857076
"TROR","PJ","Sun",0,12.6050696844669,5.66472411853736,26.9363552870349
"TROR","PJ","Sun",1,10.6410004062789,4.5183954008332,24.7515005142096
"TROR","PJ","Sun",2,9.06752668033154,2.87585134235273,26.4996531266728
"TROR","PJ","Sun",2.5,8.37400761513563,2.22742569390038,28.2491422747717
"TROR","PJ","Sun",3,7.7366359316985,1.64392105768889,30.5231020264175
"TROR","PJ","Sun",4,6.57349002567339,0.92906268420211,36.9506295161395
"TROR","PJ","Sun",4.5,6.09305990042276,0.690478200564764,40.8118582312018
"TROR","PJ","Sun",5,5.62180630207679,0.513504227297569,45.2864818564122
"TROR","PJ","Sun",6,4.80140810325575,0.280883911612633,55.994574057714
"TROR","PJ","Sun",7,4.13192951577652,0.15274307917284,69.1815360888566
